Date_ItemName_ENG,LocalHealthBoard_ItemName_ENG,Indicator_ItemName_ENG,Data
04-Jun-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
04-Jun-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,11
04-Jun-20,Wales,COVID-19 admissions (suspected and confirmed),107
04-Jun-20,Wales,Non-COVID-19 admissions&#10;,907
05-Jun-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),4
05-Jun-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,242
05-Jun-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),24
05-Jun-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,181
05-Jun-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),18
05-Jun-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,173
05-Jun-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),13
05-Jun-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,92
05-Jun-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),16
05-Jun-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,68
05-Jun-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
05-Jun-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,6
05-Jun-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),13
05-Jun-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,78
05-Jun-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
05-Jun-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,14
05-Jun-20,Wales,COVID-19 admissions (suspected and confirmed),88
05-Jun-20,Wales,Non-COVID-19 admissions&#10;,854
06-Jun-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),13
06-Jun-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,235
06-Jun-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),28
06-Jun-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,134
06-Jun-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),18
06-Jun-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,174
06-Jun-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),18
06-Jun-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,71
06-Jun-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),18
06-Jun-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,89
06-Jun-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
06-Jun-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,4
06-Jun-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),6
06-Jun-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,79
06-Jun-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
06-Jun-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,4
06-Jun-20,Wales,COVID-19 admissions (suspected and confirmed),101
06-Jun-20,Wales,Non-COVID-19 admissions&#10;,790
07-Jun-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),12
07-Jun-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,124
07-Jun-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),22
07-Jun-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,85
07-Jun-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),7
07-Jun-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,112
07-Jun-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),18
07-Jun-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,57
07-Jun-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),19
07-Jun-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,55
07-Jun-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
07-Jun-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,1
07-Jun-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),3
07-Jun-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,65
07-Jun-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
07-Jun-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,6
07-Jun-20,Wales,COVID-19 admissions (suspected and confirmed),81
07-Jun-20,Wales,Non-COVID-19 admissions&#10;,505
08-Jun-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),7
08-Jun-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,147
08-Jun-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),8
08-Jun-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,105
08-Jun-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),15
08-Jun-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,111
08-Jun-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),16
08-Jun-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,61
08-Jun-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),3
08-Jun-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,69
08-Jun-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
08-Jun-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,0
08-Jun-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),12
08-Jun-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,43
08-Jun-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
08-Jun-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,0
08-Jun-20,Wales,COVID-19 admissions (suspected and confirmed),61
08-Jun-20,Wales,Non-COVID-19 admissions&#10;,536
09-Jun-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),20
09-Jun-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,255
09-Jun-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),12
09-Jun-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,220
09-Jun-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),15
09-Jun-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,227
09-Jun-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),21
09-Jun-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,101
09-Jun-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),17
09-Jun-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,101
09-Jun-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
09-Jun-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,3
09-Jun-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),6
09-Jun-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,85
09-Jun-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
09-Jun-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,6
09-Jun-20,Wales,COVID-19 admissions (suspected and confirmed),91
09-Jun-20,Wales,Non-COVID-19 admissions&#10;,998
10-Jun-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),13
10-Jun-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,239
10-Jun-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),30
10-Jun-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,169
10-Jun-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),14
10-Jun-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,225
10-Jun-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),24
10-Jun-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,73
10-Jun-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),14
10-Jun-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,105
10-Jun-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
10-Jun-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,3
10-Jun-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),8
10-Jun-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,103
10-Jun-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
10-Jun-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,9
10-Jun-20,Wales,COVID-19 admissions (suspected and confirmed),103
10-Jun-20,Wales,Non-COVID-19 admissions&#10;,926
11-Jun-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),20
11-Jun-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,239
11-Jun-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),24
11-Jun-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,229
11-Jun-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),21
11-Jun-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,209
11-Jun-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),21
11-Jun-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,75
11-Jun-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),19
11-Jun-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,93
11-Jun-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
11-Jun-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,4
11-Jun-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),8
11-Jun-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,93
11-Jun-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),1
11-Jun-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,5
11-Jun-20,Wales,COVID-19 admissions (suspected and confirmed),114
11-Jun-20,Wales,Non-COVID-19 admissions&#10;,947
12-Jun-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),13
12-Jun-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,248
12-Jun-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),24
12-Jun-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,173
12-Jun-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),21
12-Jun-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,210
12-Jun-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),16
12-Jun-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,83
12-Jun-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),15
12-Jun-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,88
12-Jun-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
12-Jun-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,3
12-Jun-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),9
12-Jun-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,98
12-Jun-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
12-Jun-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,10
12-Jun-20,Wales,COVID-19 admissions (suspected and confirmed),98
12-Jun-20,Wales,Non-COVID-19 admissions&#10;,913
13-Jun-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),9
13-Jun-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,232
13-Jun-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),34
13-Jun-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,141
13-Jun-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),38
13-Jun-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,192
13-Jun-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),20
13-Jun-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,70
13-Jun-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),12
13-Jun-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,91
13-Jun-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),1
13-Jun-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,6
13-Jun-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),13
13-Jun-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,65
13-Jun-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
13-Jun-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,8
13-Jun-20,Wales,COVID-19 admissions (suspected and confirmed),127
13-Jun-20,Wales,Non-COVID-19 admissions&#10;,805
14-Jun-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),17
14-Jun-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,156
14-Jun-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),7
14-Jun-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,72
14-Jun-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),5
14-Jun-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,115
14-Jun-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),9
14-Jun-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,60
14-Jun-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),10
14-Jun-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,67
14-Jun-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
14-Jun-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,0
14-Jun-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),10
14-Jun-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,47
14-Jun-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
14-Jun-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,2
14-Jun-20,Wales,COVID-19 admissions (suspected and confirmed),58
14-Jun-20,Wales,Non-COVID-19 admissions&#10;,519
15-Jun-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),7
15-Jun-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,136
15-Jun-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),7
15-Jun-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,74
15-Jun-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),21
15-Jun-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,91
15-Jun-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),16
15-Jun-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,67
15-Jun-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),9
15-Jun-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,69
15-Jun-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
15-Jun-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,0
15-Jun-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),8
15-Jun-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,50
15-Jun-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
15-Jun-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,2
15-Jun-20,Wales,COVID-19 admissions (suspected and confirmed),68
15-Jun-20,Wales,Non-COVID-19 admissions&#10;,489
16-Jun-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),15
16-Jun-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,259
16-Jun-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),16
16-Jun-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,201
16-Jun-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),12
16-Jun-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,240
16-Jun-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),32
16-Jun-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,85
16-Jun-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),10
16-Jun-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,97
16-Jun-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
16-Jun-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,4
16-Jun-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),11
16-Jun-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,90
16-Jun-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
16-Jun-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,9
16-Jun-20,Wales,COVID-19 admissions (suspected and confirmed),96
16-Jun-20,Wales,Non-COVID-19 admissions&#10;,985
17-Jun-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),13
17-Jun-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,279
17-Jun-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),35
17-Jun-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,176
17-Jun-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),12
17-Jun-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,238
17-Jun-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),28
17-Jun-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,79
17-Jun-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),12
17-Jun-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,80
17-Jun-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
17-Jun-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,6
17-Jun-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),8
17-Jun-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,97
17-Jun-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
17-Jun-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,5
17-Jun-20,Wales,COVID-19 admissions (suspected and confirmed),108
17-Jun-20,Wales,Non-COVID-19 admissions&#10;,960
18-Jun-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),14
18-Jun-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,297
18-Jun-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),32
18-Jun-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,196
18-Jun-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),19
18-Jun-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,196
18-Jun-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),21
18-Jun-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,100
18-Jun-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),10
18-Jun-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,86
18-Jun-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
18-Jun-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,4
18-Jun-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),5
18-Jun-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,112
18-Jun-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
18-Jun-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,5
18-Jun-20,Wales,COVID-19 admissions (suspected and confirmed),101
18-Jun-20,Wales,Non-COVID-19 admissions&#10;,996
19-Jun-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),11
19-Jun-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,258
19-Jun-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),19
19-Jun-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,196
19-Jun-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),23
19-Jun-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,241
19-Jun-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),14
19-Jun-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,107
19-Jun-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),13
19-Jun-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,86
19-Jun-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
19-Jun-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,7
19-Jun-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),5
19-Jun-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,93
19-Jun-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
19-Jun-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,11
19-Jun-20,Wales,COVID-19 admissions (suspected and confirmed),85
19-Jun-20,Wales,Non-COVID-19 admissions&#10;,999
20-Jun-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),16
20-Jun-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,277
20-Jun-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),14
20-Jun-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,166
20-Jun-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),16
20-Jun-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,206
20-Jun-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),10
20-Jun-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,107
20-Jun-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),10
20-Jun-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,88
20-Jun-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
20-Jun-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,3
20-Jun-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),6
20-Jun-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,86
20-Jun-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
20-Jun-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,7
20-Jun-20,Wales,COVID-19 admissions (suspected and confirmed),72
20-Jun-20,Wales,Non-COVID-19 admissions&#10;,940
21-Jun-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),11
21-Jun-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,126
21-Jun-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),9
21-Jun-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,103
21-Jun-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),16
21-Jun-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,101
21-Jun-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),18
21-Jun-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,71
21-Jun-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),11
21-Jun-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,61
21-Jun-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
21-Jun-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,1
21-Jun-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),3
21-Jun-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,72
21-Jun-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
21-Jun-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,2
21-Jun-20,Wales,COVID-19 admissions (suspected and confirmed),68
21-Jun-20,Wales,Non-COVID-19 admissions&#10;,537
22-Jun-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),9
22-Jun-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,130
22-Jun-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),14
22-Jun-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,117
22-Jun-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),6
22-Jun-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,114
22-Jun-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),25
22-Jun-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,45
22-Jun-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),13
22-Jun-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,71
22-Jun-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
22-Jun-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,0
22-Jun-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),4
22-Jun-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,65
22-Jun-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
